 58.7282452    0.00286
 58.7284122    0.00092
 58.7285792   -0.00125
 58.7287462   -0.00518
 58.7289132   -0.00826
 58.7290802   -0.00950
 58.7292472   -0.00931
 58.7294142   -0.00587
 58.7295812   -0.00032
 58.7297482    0.00409
 58.7299152    0.00613
 58.7300822    0.00243
 58.7302492   -0.00378
 58.7304162   -0.00667
 58.7305832   -0.00801
 58.7307502   -0.00805
 58.7309172   -0.00723
 58.7310842   -0.00354
 58.7312512    0.00184
 58.7314182    0.00609
 58.7315852    0.00805
 58.7317522    0.00375
 58.7319192   -0.00328
 58.7320862   -0.00563
 58.7322532   -0.00632
 58.7324202   -0.00397
 58.7325872    0.00069
 58.7327542    0.00409
 58.7329212    0.00592
 58.7330882    0.00386
 58.7332552    0.00002
 58.7334222   -0.00096
 58.7335892   -0.00168
 58.7337562   -0.00455
 58.7339232   -0.00704
 58.7340902   -0.00483
 58.7342572    0.00048
 58.7344242    0.00427
 58.7345912    0.00709
 58.7347582    0.00863
 58.7349252    0.00926
 58.7350922    0.00832
 58.7352592    0.00596
 58.7354262    0.00385
 58.7355932    0.00235
 58.7357602    0.00187
 58.7359272    0.00207
 58.7360942    0.00479
 58.7362612    0.00831
 58.7364282    0.00712
 58.7365952    0.00400
 58.7367622    0.00292
 58.7369292    0.00217
 58.7370962    0.00073
 58.7372632   -0.00042
 58.7374302   -0.00029
 58.7375972    0.00050
 58.7377642    0.00127
 58.7379312    0.00233
 58.7380982    0.00509
 58.7382652    0.00799
 58.7384322    0.00673
 58.7385992    0.00376
 58.7387662    0.00442
 58.7389332    0.00630
 58.7391002    0.00528
 58.7392672    0.00283
 58.7394342    0.00247
 58.7396012    0.00267
 58.7397682    0.00362
 58.7399352    0.00503
 58.7401022    0.00407
 58.7402692    0.00178
 58.7404362    0.00246
 58.7406032    0.00437
 58.7407702    0.00311
 58.7409372    0.00004
 58.7411042    0.00018
 58.7412712    0.00147
 58.7414382   -0.00021
 58.7416052   -0.00393
 58.7417722   -0.00253
 58.7419392    0.00240
 58.7421062    0.00526
 58.7422732    0.00694
 58.7424402    0.00487
 58.7426072   -0.00075
 58.7427742   -0.00207
 58.7429412   -0.00227
 58.7431082   -0.00141
 58.7432752    0.00084
 58.7434422    0.00195
 58.7436092    0.00278
 58.7437762    0.00520
 58.7439432    0.00851
 58.7441102    0.00761
 58.7442772    0.00355
 58.7444442    0.00170
 58.7446112    0.00045
 58.7447782   -0.00193
 58.7449452   -0.00440
 58.7451122   -0.00215
 58.7452792    0.00433
 58.7454462    0.00614
 58.7456132    0.00650
 58.7457802    0.00504
 58.7459472    0.00123
 58.7461142    0.00020
 58.7462812   -0.00007
 58.7464482   -0.00174
 58.7466152   -0.00471
 58.7467822   -0.00305
 58.7469492    0.00354
 58.7471162    0.00843
 58.7472832    0.01205
 58.7474502    0.01139
 58.7476172    0.00682
 58.7477842    0.00349
 58.7479512    0.00104
 58.7481182    0.00037
 58.7482852    0.00073
 58.7484522    0.00399
 58.7486192    0.01139
 58.7487862    0.01231
 58.7489532    0.00976
 58.7491202    0.00756
 58.7492872    0.00520
 58.7494542    0.00142
 58.7496212   -0.00349
 58.7497882   -0.00287
 58.7499552    0.00282
 58.7501222    0.00783
 58.7502892    0.01203
 58.7504562    0.01277
 58.7506232    0.01150
 58.7507902    0.00847
 58.7509572    0.00283
 58.7511242    0.00036
 58.7512912   -0.00057
 58.7514582    0.00030
 58.7516252    0.00402
 58.7517922    0.00656
 58.7519592    0.00830
 58.7521262    0.00811
 58.7522932    0.00583
 58.7524602    0.00493
 58.7526272    0.00464
 58.7527942    0.00320
 58.7529612   -0.00015
 58.7531282   -0.00020
 58.7532952    0.00232
 58.7534622    0.00516
 58.7536292    0.00836
 58.7537962    0.00834
 58.7539632    0.00534
 58.7541302    0.00396
 58.7542972    0.00336
 58.7544642    0.00347
 58.7546312    0.00452
 58.7547982    0.00501
 58.7549652    0.00519
 58.7551322    0.00554
 58.7552992    0.00611
 58.7554662    0.00617
 58.7556332    0.00588
 58.7558002    0.00487
 58.7559672    0.00250
 58.7561342    0.00055
 58.7563012   -0.00097
 58.7564682   -0.00119
 58.7566352   -0.00036
 58.7568022    0.00025
 58.7569692    0.00062
 58.7571362    0.00182
 58.7573032    0.00468
 58.7574702    0.00585
 58.7576372    0.00609
 58.7578042    0.00558
 58.7579712    0.00343
 58.7581382    0.00311
 58.7583052    0.00431
 58.7584722    0.00536
 58.7586392    0.00627
 58.7588062    0.00630
 58.7589732    0.00512
 58.7591402    0.00497
 58.7593072    0.00587
 58.7594742    0.00601
 58.7596412    0.00550
 58.7598082    0.00468
 58.7599752    0.00328
 58.7601422    0.00309
 58.7603092    0.00396
 58.7604762    0.00497
 58.7606432    0.00612
 58.7608102    0.00635
 58.7609772    0.00586
 58.7611442    0.00542
 58.7613112    0.00514
 58.7614782    0.00443
 58.7616452    0.00272
 58.7618122    0.00077
 58.7619792   -0.00160
 58.7621462   -0.00134
 58.7623132    0.00368
 58.7624802    0.00538
 58.7626472    0.00436
 58.7628142    0.00428
 58.7629812    0.00662
 58.7631482    0.00626
 58.7633152    0.00093
 58.7634822   -0.00065
 58.7636492    0.00170
 58.7638162    0.00237
 58.7639832    0.00127
 58.7641502    0.00076
 58.7643172    0.00073
 58.7644842    0.00126
 58.7646512    0.00331
 58.7648182    0.00506
 58.7649852    0.00642
 58.7651522    0.00617
 58.7653192    0.00222
 58.7654862    0.00104
 58.7656532    0.00352
 58.7658202    0.00421
 58.7659872    0.00222
 58.7661542    0.00206
 58.7663212    0.00576
 58.7664882    0.00660
 58.7666552    0.00249
 58.7668222   -0.00044
 58.7669892   -0.00180
 58.7671562   -0.00117
 58.7673232    0.00430
 58.7674902    0.00711
 58.7676572    0.00707
 58.7678242    0.00661
 58.7679912    0.00543
 58.7681582    0.00506
 58.7683252    0.00578
 58.7684922    0.00609
 58.7686592    0.00592
 58.7688262    0.00539
 58.7689932    0.00389
 58.7691602    0.00267
 58.7693272    0.00190
 58.7694942    0.00182
 58.7696612    0.00315
 58.7698282    0.00396
 58.7699952    0.00400
 58.7701622    0.00392
 58.7703292    0.00356
 58.7704962    0.00350
 58.7706632    0.00438
 58.7708302    0.00471
 58.7709972    0.00393
 58.7711642    0.00261
 58.7713312    0.00028
 58.7714982   -0.00002
 58.7716652    0.00454
 58.7718322    0.00717
 58.7719992    0.00677
 58.7721662    0.00518
 58.7723332    0.00200
 58.7725002   -0.00158
 58.7726672   -0.00508
 58.7728342   -0.00623
 58.7730012   -0.00497
 58.7731682   -0.00232
 58.7733352    0.00311
 58.7735022    0.00690
 58.7736692    0.00821
 58.7738362    0.00818
 58.7740032    0.00563
 58.7741702    0.00194
 58.7743372   -0.00195
 58.7745042   -0.00331
 58.7746712   -0.00130
 58.7748382    0.00169
 58.7750052    0.00447
 58.7751722    0.00619
 58.7753392    0.00715
 58.7755062    0.00680
 58.7756732    0.00301
 58.7758402   -0.00107
 58.7760072   -0.00312
 58.7761742   -0.00372
 58.7763412   -0.00134
 58.7765082    0.00120
 58.7766752    0.00157
 58.7768422    0.00201
 58.7770092    0.00445
 58.7771762    0.00587
 58.7773432    0.00370
 58.7775102    0.00061
 58.7776772   -0.00078
 58.7778442   -0.00192
 58.7780112   -0.00395
 58.7781782   -0.00383
 58.7783452    0.00341
 58.7785122    0.01022
 58.7786792    0.01060
 58.7788462    0.00901
 58.7790132    0.00439
 58.7791802   -0.00039
 58.7793472   -0.00204
 58.7795142   -0.00260
 58.7796812   -0.00249
 58.7798482   -0.00157
 58.7800152    0.00507
 58.7801822    0.01098
 58.7803492    0.01118
 58.7805162    0.00935
 58.7806832    0.00512
 58.7808502    0.00109
 58.7810172    0.00048
 58.7811842    0.00039
 58.7813512    0.00030
 58.7815182    0.00052
 58.7816852    0.00540
 58.7818522    0.01054
 58.7820192    0.01102
 58.7821862    0.01006
 58.7823532    0.00739
 58.7825202    0.00306
 58.7826872   -0.00131
 58.7828542   -0.00404
 58.7830212   -0.00433
 58.7831882   -0.00330
 58.7833552    0.00306
 58.7835222    0.00949
 58.7836892    0.00808
 58.7838562    0.00395
 58.7840232    0.00216
 58.7841902    0.00076
 58.7843572   -0.00085
 58.7845242   -0.00174
 58.7846912   -0.00059
 58.7848582    0.00206
 58.7850252    0.00380
 58.7851922    0.00531
 58.7853592    0.00742
 58.7855262    0.00798
 58.7856932    0.00375
 58.7858602   -0.00299
 58.7860272   -0.00434
 58.7861942   -0.00452
 58.7863612   -0.00304
 58.7865282   -0.00036
 58.7866952    0.00060
 58.7868622    0.00099
 58.7870292    0.00078
 58.7871962    0.00005
 58.7873632   -0.00142
 58.7875302   -0.00283
 58.7876972   -0.00287
 58.7878642   -0.00230
 58.7880312   -0.00003
 58.7881982    0.00282
 58.7883652    0.00310
 58.7885322    0.00240
 58.7886992    0.00053
 58.7888662   -0.00195
 58.7890332   -0.00254
 58.7892002   -0.00251
 58.7893672   -0.00130
 58.7895342    0.00059
 58.7897012    0.00025
 58.7898682   -0.00119
 58.7900352   -0.00261
 58.7902022   -0.00370
 58.7903692   -0.00316
 58.7905362   -0.00137
 58.7907032   -0.00012
 58.7908702    0.00086
 58.7910372    0.00142
 58.7912042    0.00167
 58.7913712    0.00111
 58.7915382   -0.00026
 58.7917052   -0.00075
 58.7918722   -0.00102
 58.7920392   -0.00155
 58.7922062   -0.00195
 58.7923732   -0.00116
 58.7925402    0.00087
 58.7927072    0.00217
 58.7928742    0.00276
 58.7930412    0.00109
 58.7932082   -0.00309
 58.7933752   -0.00463
 58.7935422   -0.00521
 58.7937092   -0.00475
 58.7938762   -0.00299
 58.7940432    0.00040
 58.7942102    0.00467
 58.7943772    0.00468
 58.7945442    0.00231
 58.7947112   -0.00098
 58.7948782   -0.00520
 58.7950452   -0.00733
 58.7952122   -0.00830
 58.7953792   -0.00694
 58.7955462   -0.00240
 58.7957132    0.00142
 58.7958802    0.00437
 58.7960472    0.00514
 58.7962142    0.00471
 58.7963812    0.00201
 58.7965482   -0.00407
 58.7967152   -0.00762
 58.7968822   -0.00975
 58.7970492   -0.00883
 58.7972162   -0.00427
 58.7973832    0.00079
 58.7975502    0.00569
 58.7977172    0.00619
 58.7978842    0.00387
 58.7980512    0.00096
 58.7982182   -0.00069
 58.8003892   -0.00322
 58.8005562   -0.00175
 58.8007232    0.00328
 58.8008902    0.00853
 58.8010572    0.00865
 58.8012242    0.00629
 58.8013912    0.00512
 58.8015582    0.00397
 58.8017252    0.00066
 58.8018922   -0.00312
 58.8020592   -0.00047
 58.8022262    0.00654
 58.8023932    0.00822
 58.8025602    0.00871
 58.8027272    0.00929
 58.8028942    0.00946
 58.8030612    0.00767
 58.8032282    0.00365
 58.8033952    0.00118
 58.8035622   -0.00033
 58.8037292    0.00036
 58.8038962    0.00299
 58.8040632    0.00520
 58.8042302    0.00689
 58.8043972    0.00618
 58.8045642    0.00336
 58.8047312    0.00168
 58.8048982    0.00042
 58.8050652   -0.00060
 58.8052322   -0.00118
 58.8053992   -0.00020
 58.8055662    0.00275
 58.8057332    0.00537
 58.8059002    0.00748
 58.8060672    0.00811
 58.8062342    0.00795
 58.8064012    0.00609
 58.8065682    0.00223
 58.8067352    0.00120
 58.8069022    0.00110
 58.8070692    0.00180
 58.8072362    0.00374
 58.8074032    0.00561
 58.8075702    0.00721
 58.8077372    0.00675
 58.8079042    0.00447
 58.8080712    0.00418
 58.8082382    0.00448
 58.8084052    0.00427
 58.8085722    0.00350
 58.8087392    0.00321
 58.8089062    0.00319
 58.8090732    0.00426
 58.8092402    0.00697
 58.8094072    0.00678
 58.8095742    0.00446
 58.8097412    0.00280
 58.8099082    0.00158
 58.8100752    0.00108
 58.8102422    0.00106
 58.8104092    0.00223
 58.8105762    0.00529
 58.8107432    0.00596
 58.8109102    0.00571
 58.8110772    0.00552
 58.8112442    0.00540
 58.8114112    0.00463
 58.8115782    0.00277
 58.8117452    0.00159
 58.8119122    0.00088
 58.8120792    0.00081
 58.8122462    0.00117
 58.8124132    0.00108
 58.8125802    0.00074
 58.8127472    0.00195
 58.8129142    0.00623
 58.8130812    0.00681
 58.8132482    0.00466
 58.8134152    0.00471
 58.8135822    0.00665
 58.8137492    0.00564
 58.8139162    0.00022
 58.8140832    0.00018
 58.8142502    0.00516
 58.8144172    0.00580
 58.8145842    0.00332
 58.8147512    0.00287
 58.8149182    0.00349
 58.8150852    0.00327
 58.8152522    0.00170
 58.8154192    0.00003
 58.8155862   -0.00170
 58.8157532   -0.00159
 58.8159202    0.00078
 58.8160872    0.00222
 58.8162542    0.00302
 58.8164212    0.00317
 58.8165882    0.00284
 58.8167552    0.00220
 58.8169222    0.00106
 58.8170892   -0.00077
 58.8172562   -0.00384
 58.8174232   -0.00398
 58.8175902   -0.00089
 58.8177572    0.00107
 58.8179242    0.00206
 58.8180912    0.00354
 58.8182582    0.00587
 58.8184252    0.00659
 58.8185922    0.00636
 58.8187592    0.00488
 58.8189262    0.00016
 58.8190932   -0.00082
 58.8192602    0.00115
 58.8194272    0.00333
 58.8195942    0.00554
 58.8197612    0.00804
 58.8199282    0.01115
 58.8200952    0.01162
 58.8202622    0.00952
 58.8204292    0.00726
 58.8205962    0.00503
 58.8207632    0.00435
 58.8209302    0.00467
 58.8210972    0.00524
 58.8212642    0.00613
 58.8214312    0.00600
 58.8215982    0.00363
 58.8217652    0.00334
 58.8219322    0.00660
 58.8220992    0.00720
 58.8222662    0.00392
 58.8224332    0.00281
 58.8226002    0.00340
 58.8227672    0.00449
 58.8229342    0.00653
 58.8231012    0.00675
 58.8232682    0.00418
 58.8234352    0.00192
 58.8236022    0.00032
 58.8237692    0.00015
 58.8239362    0.00231
 58.8241032    0.00347
 58.8242702    0.00367
 58.8244372    0.00346
 58.8246042    0.00245
 58.8247712    0.00096
 58.8249382   -0.00128
 58.8251052   -0.00181
 58.8252722   -0.00066
 58.8254392    0.00096
 58.8256062    0.00293
 58.8257732    0.00461
 58.8259402    0.00620
 58.8261072    0.00629
 58.8262742    0.00388
 58.8264412    0.00096
 58.8266082   -0.00196
 58.8267752   -0.00264
 58.8269422   -0.00106
 58.8271092    0.00167
 58.8272762    0.00663
 58.8274432    0.00877
 58.8276102    0.00852
 58.8277772    0.00759
 58.8279442    0.00683
 58.8281112    0.00596
 58.8282782    0.00478
 58.8284452    0.00453
 58.8286122    0.00600
 58.8287792    0.00693
 58.8289462    0.00696
 58.8291132    0.00735
 58.8292802    0.01051
 58.8294472    0.01127
 58.8296142    0.00696
 58.8297812    0.00273
 58.8299482    0.00017
 58.8301152   -0.00010
 58.8302822    0.00470
 58.8304492    0.00753
 58.8306162    0.00696
 58.8307832    0.00622
 58.8309502    0.00659
 58.8311172    0.00637
 58.8312842    0.00113
 58.8314512   -0.00133
 58.8316182    0.00095
